pt,ground_cvr,lifeform1,lifeform2,lifeform3,lifeform4,plot_id,transect,date,read_status
6,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
7,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
8,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
9,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
10,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
11,"WOOD (>1"")",none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
12,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
13,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
14,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
16,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
17,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
18,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
19,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
20,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
21,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
22,BOLE,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
23,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
24,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
25,LITT,ABCO,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
26,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
27,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
28,LITT,ABCO,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
29,LITT,none,none,none,none,ATWE-THIN-25,North-South,2024-11-05,PRE-RX
1,BARE,FERN,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
2,BARE,none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
3,LITT,LUPIN,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
4,LITT,FORB,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
5,LITT,FORB,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
6,BARE,none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
7,LITT,none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
8,LITT,none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
9,"ROCK (>1"")",FORB,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
10,BARE,none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
11,LITT,FORB,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
12,LITT,none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
13,LITT,FORB,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
14,LITT,none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
16,LITT,none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
17,LITT,none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
18,BARE,LUPIN,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
19,LITT,none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
20,LITT,none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
21,LITT,none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
22,LITT,none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
23,LITT,FORB,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
24,LITT,none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
25,"WOOD (>1"")",none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
26,"WOOD (>1"")",none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
27,"ROCK (>1"")",none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
28,LITT,none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
29,"WOOD (>1"")",none,none,none,none,ATWE-THIN-29,North-South,2024-11-05,PRE-RX
1,LITT,ABCO,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
2,LITT,ABCO,RUPA,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
3,LITT,ABCO,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
4,LITT,COCO,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
5,LITT,none,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
6,LITT,FORB,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
7,LITT,RUPA,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
8,BARE,none,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
9,LITT,RUPA,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
10,"ROCK (>1"")",none,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
11,LITT,none,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
12,LITT,none,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
13,LITT,none,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
14,LITT,none,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
16,LITT,FERN,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
17,LITT,RUPA,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
18,LITT,none,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
19,LITT,RUPA,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
20,LITT,none,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
21,LITT,FERN,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
22,LITT,FERN,RUPA,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
23,LITT,FERN,RUPA,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
24,LITT,FERN,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
25,LITT,RUPA,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
26,LITT,RUPA,FERN,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
27,LITT,RUPA,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
28,LITT,FERN,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
29,LITT,FERN,none,none,none,ATWE-THIN-31,North-South,2024-11-10,PRE-RX
1,LITT,GRAMINOID,LUPIN,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
2,LITT,none,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
3,LITT,FORB,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
4,LITT,none,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
5,LITT,none,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
6,BOLE,none,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
7,LITT,none,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
8,"WOOD (>1"")",none,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
9,LITT,none,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
10,LITT,none,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
11,LITT,GRAMINOID,FORB,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
12,LITT,GRAMINOID,FORB,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
13,LITT,GRAMINOID,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
14,LITT,SEGI,FORB,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
16,LITT,SEGI,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
17,LITT,none,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
18,LITT,LUPIN,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
19,LITT,LUPIN,GRAMINOID,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
20,LITT,LUPIN,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
21,LITT,none,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
22,LITT,GRAMINOID,FORB,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
23,LITT,none,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
24,LITT,FORB,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
25,LITT,none,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
26,LITT,FORB,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
27,LITT,none,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
28,CHAR,none,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
29,LITT,none,none,none,none,ATWE-THIN-36,North-South,2024-11-08,PRE-RX
1,BARE,LUPIN,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
2,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
3,BARE,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
4,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
5,BARE,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
6,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
7,BARE,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
8,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
9,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
10,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
11,LITT,FORB,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
12,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
13,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
14,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
16,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
17,BOLE,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
18,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
19,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
20,BARE,FORB,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
21,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
22,"ROCK (>1"")",none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
23,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
24,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
25,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
26,LITT,FORB,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
27,CHAR,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
28,BOLE,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
29,LITT,none,none,none,none,ATWE-THIN-37,North-South,2024-11-06,PRE-RX
1,LITT,FERN,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
2,LITT,FERN,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
3,LITT,FERN,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
4,LITT,FERN,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
5,LITT,FERN,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
6,LITT,FERN,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
7,LITT,FERN,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
8,LITT,FERN,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
9,LITT,FERN,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
10,LITT,FERN,RUPA,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
11,LITT,FERN,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
12,BARE,FERN,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
13,LITT,FERN,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
14,LITT,SEGI,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
16,LITT,RUPA,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
17,LITT,FERN,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
18,LITT,none,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
19,LITT,none,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
20,LITT,none,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
21,LITT,none,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
22,LITT,none,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
23,BARE,none,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
24,LITT,none,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
25,LITT,none,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
26,LITT,none,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
27,LITT,RUPA,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
28,BARE,none,none,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
29,LITT,FERN,RUPA,none,none,ATWE-THIN-39,North-South,2024-11-10,PRE-RX
1,BARE,none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
2,LITT,none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
3,LITT,none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
4,LITT,LUPIN,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
5,LITT,FORB,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
6,"WOOD (>1"")",none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
7,LITT,FORB,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
8,LITT,LUPIN,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
9,LITT,none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
10,LITT,none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
11,LITT,FORB,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
12,LITT,none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
13,LITT,none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
14,LITT,none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
16,LITT,none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
17,LITT,none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
18,LITT,none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
19,LITT,none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
20,LITT,FORB,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
21,LITT,none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
22,LITT,none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
23,LITT,FORB,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
24,LITT,FORB,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
25,"ROCK (>1"")",none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
26,"WOOD (>1"")",none,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
27,"ROCK (>1"")",FORB,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
28,LITT,FORB,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
29,LITT,FORB,none,none,none,ATWE-THIN-40,North-South,2024-11-04,PRE-RX
1,LITT,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
2,"ROCK (>1"")",none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
3,CHAR,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
4,LITT,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
5,"ROCK (>1"")",none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
6,LITT,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
7,LITT,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
8,BARE,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
9,LITT,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
10,LITT,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
11,LITT,RIRO,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
12,LITT,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
13,BASAL,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
14,LITT,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
16,LITT,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
17,LITT,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
18,LITT,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
19,LITT,SYMO,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
20,BARE,QUKE,PREM,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
21,LITT,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
22,LITT,SYMO,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
23,"ROCK (>1"")",none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
24,"ROCK (>1"")",none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
25,LITT,SYMO,ARPA,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
26,LITT,none,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
27,LITT,ABCO,ARPA,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
28,LITT,ARPA,CADE,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
29,LITT,CHFO,none,none,none,BIST-RX-01,North-South,2024-09-11,PRE-RX
1,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
2,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
3,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
4,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
5,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
6,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
7,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
8,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
9,"WOOD (>1"")",none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
10,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
11,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
12,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
13,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
14,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
16,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
17,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
18,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
19,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
20,"WOOD (>1"")",none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
21,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
22,LITT,CHFO,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
23,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
24,"WOOD (>1"")",none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
25,"ROCK (>1"")",none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
26,MOSS,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
27,LITT,none,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
28,LITT,CHFO,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
29,LITT,ARPA,none,none,none,BIST-RX-02,North-South,2024-09-12,PRE-RX
1,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
2,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
3,"WOOD (>1"")",none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
4,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
5,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
6,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
7,BARE,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
8,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
9,"WOOD (>1"")",none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
10,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
11,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
12,"WOOD (>1"")",none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
13,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
14,"WOOD (>1"")",none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
16,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
17,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
18,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
19,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
20,BARE,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
21,"WOOD (>1"")",none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
22,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
23,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
24,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
25,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
26,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
27,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
28,"WOOD (>1"")",none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
29,LITT,none,none,none,none,BIST-RX-03,North-South,2024-09-13,PRE-RX
1,LITT,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
2,"WOOD (>1"")",none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
3,LITT,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
4,"WOOD (>1"")",none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
5,LITT,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
6,BOLE,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
7,LITT,QUKE,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
8,LITT,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
9,LITT,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
10,LITT,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
11,LITT,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
12,LITT,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
13,LITT,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
14,LITT,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
16,LITT,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
17,"WOOD (>1"")",none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
18,LITT,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
19,LITT,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
20,BARE,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
21,LITT,CECO,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
22,LITT,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
23,LITT,CECO,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
24,LITT,CECO,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
25,"ROCK (>1"")",none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
26,"WOOD (>1"")",none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
27,BOLE,none,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
28,LITT,ABCO,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
29,LITT,ABCO,none,none,none,BIST-RX-04,North-South,2024-09-13,PRE-RX
1,LITT,none,none,none,none,BIST-RX-05,North-South,2024-09-14,PRE-RX
2,BARE,none,none,none,none,BIST-RX-05,North-South,2024-09-14,PRE-RX
3,LITT,none,none,none,none,BIST-RX-05,North-South,2024-09-14,PRE-RX
4,CHAR,none,none,none,none,BIST-RX-05,North-South,2024-09-14,PRE-RX
5,LITT,none,none,none,none,BIST-RX-05,North-South,2024-09-14,PRE-RX
6,LITT,none,none,none,none,BIST-RX-05,North-South,2024-09-14,PRE-RX
7,ASH,none,none,none,none,BIST-RX-05,North-South,2024-09-14,PRE-RX
8,ASH,none,none,none,none,BIST-RX-05,North-South,2024-09-14,PRE-RX
9,LITT,none,none,none,none,BIST-RX-05,North-South,2024-09-14,PRE-RX
10,LITT,none,none,none,none,BIST-RX-05,North-South,2024-09-14,PRE-RX
11,LITT,none,none,none,none,BIST-RX-05,North-South,2024-09-14,PRE-RX
12,CHAR,none,none,none,none,BIST-RX-05,North-South,2024-09-14,PRE-RX
13,LITT,none,none,none,none,BIST-RX-05,North-South,2024-09-14,PRE-RX
14,BOLE,none,none,none,none,BIST-RX-05,North-South,2024-09-14,PRE-RX
